input,ingredient_name
"2 1/2 quarts degreased chicken stock, preferably homemade",chicken
"2 medium white turnips, peeled",turnips
"6 slender leeks, well rinsed and trimmed",leeks
"4 carrots, peeled",carrots
"4 stalks celery, trimmed",celery
"6 medium creamer or Yukon Gold potatoes, peeled",potatoes
Freshly ground white pepper,pepper
Sea salt,Sea salt
"1 whole fresh Grade A duck foie gras, about 1 1/2 pounds",duck
1/2 cup light brown sugar,sugar
2 tablespoons soft butter,butter
Juice of 1 lemon,lemon
1/4 cup finely chopped pecans,pecans
3 tablespoons ice water,water
5 tart apples,tart apples
1/4 teaspoon salt,salt
"10 tablespoons cold unsalted butter, in small pieces",butter
1 1/2 cups flour,flour
1/8 teaspoon ground cloves,cloves
"1 teaspoon black peppercorns, crushed",black peppercorns
"1 cup light brown sugar, packed",sugar
2 tablespoons dark rum,dark rum
1/4 cup cider vinegar,cider vinegar
Juice and grated rind of 1 orange,orange
1 cup chopped onion,onion
8 ounces fresh cranberries,cranberries
"1/2 fresh pineapple, peeled, cored and diced",pineapple
1/2 cup freshly grated Parmesan cheese,Parmesan cheese
Salt and freshly ground black pepper,Salt black pepper
1/2 cup medium-dry sherry,mediumdry Sherry
1 cup well-flavored chicken or vegetable stock,stock
4 1/2 cups water,water
4 1/2 cups peeled butternut squash in 2-inch cubes (about 2 squashes),butternut squash
"2 cloves garlic, minced",garlic
1 1/2 cups finely chopped onion,onion
1 tablespoon extra-virgin olive oil,extravirgin olive oil
5 or 6 marrons glacés for garnish,marrons glacés
5 or 6 macaroons (preferably made with pine nuts) for garnish,macaroons
1 teaspoon apricot jam,apricot jam
4 ounces bittersweet chocolate,chocolate
"4 eggs, separated",eggs
"4 tablespoons unsalted butter, plus extra for greasing the pan",butter
6 tablespoons heavy cream,cream
1 cup drained candied chestnuts (see note),chestnuts
Kosher salt and freshly ground black pepper to taste,kosher salt pepper
2 tablespoons pure maple syrup,pure maple syrup
"10 ounces whole chestnuts, roasted and peeled",chestnuts
2 quarts chicken stock,chicken
"2 1/2 pounds kabocha, acorn or butternut squash",kabocha
1 cup créme fraîche or sour cream,crème fraîche cream
2 tablespoons tomato paste,tomato
1 teaspoon chipotle peppers in adobo sauce or crushed dried chipotles,chipotle peppers
1/2 cup dry red wine,wine
1 cup ruby port,ruby port
"2 cups bean sprouts, optional",bean sprouts
"1 cup chopped scallions, including some of the green",scallions
2 1/2 tablespoons oyster sauce,oyster
2 teaspoons fine sea salt,fine sea salt
1 cup fresh or frozen peas,peas
"3 large eggs, lightly beaten","eggs,"
1 cup duck meat cut in small cubes,duck meat
"3 tablespoons peanut, vegetable or corn oil","peanut, vegetable corn oil"
"5 cups cold, cooked long-grain rice","cold, rice"
Greens from about 2 dozen scallions,scallion greens
1/4 cup soy sauce,"soy sauce, Asian fish teriyaki"
"8 thin slices of beef, chicken, veal or pork, each about 3 inches wide and 5 or 6 inches long (about 1 1/4 pounds)","beef, chicken, veal pork, about 3 inches wide 5 6 inches"
4 tablespoons vegetable or olive oil or a mixture of both,oil
1 tablespoon vinegar,vinegar
1/4 teaspoon freshly ground black pepper,black pepper
1/4 teaspoon salt,salt
1 tablespoon hot Dijon-style mustard,mustard
"2 cloves garlic, peeled, crushed and finely chopped (about 1 1/2 teaspoons)",garlic
"1 head (about 1 pound) firm, white escarole (once cleaned, about 6 packed cups) or other salad greens",escarole
2 tablespoons chopped chives,chives
1/8 teaspoon salt,salt
1 tablespoon unsalted butter,butter
"4 tablespoons vegetable oil (peanut, corn or canola)",vegetable oil
"2 1/2 pounds potatoes, preferably Idaho variety",potatoes
1/4 teaspoon freshly ground black pepper,black pepper
1/4 teaspoon freshly ground black pepper,black pepper
1/2 cup heavy cream,cream
"1 tablespoon chopped fresh tarragon, or 1/2 teaspoon dried",tarragon
1 teaspoon salt,salt
"2 bay leaves and 5 to 6 sprigs of thyme tied together to make an herb bouquet or, if fresh thyme is not available, 1/2 teaspoon dry thyme",bay leaves
"4 cloves garlic, peeled, crushed and coarsely chopped (about 1 tablespoon)",garlic
1 1/4 cups water,water
1 tablespoon flour,flour
"2 onions (about 8 ounces), peeled and coarsely chopped",onions
"1 veal breast (3 1/2 to 4 pounds), cut into ribs, with each rib cut in half crosswise. (There should be about 8 pieces.)",veal
1 tablespoon unsalted butter,butter
1 tablespoon vegetable oil,vegetable oil
Corn or safflower oil for greasing pan,oil
"2 tablespoons butter, melted",butter
"1/2 cup water, approximately",water
1 cup milk,milk
"1 cup unbleached, all-purpose flour",flour
2 large eggs,eggs
1/8 teaspoon nutmeg,nutmeg
1/4 teaspoon cinnamon,cinnamon
1/2 cup warm milk,milk
Salt to taste,Salt
2 tablespoons butter,butter
1 tablespoon butter,butter
"4 yams or sweet potatoes, about 2 pounds",yams
2 cups green seedless grapes,grapes
1 tablespoon tomato paste,tomato
1 cup fresh or canned chicken broth,chicken
1 tablespoon honey,honey
1 tablespoon red-wine vinegar,redwine vinegar
1/4 cup dry sherry wine,sherry wine
"1 large onion, peeled",onion
Salt and freshly ground pepper to taste,Salt pepper
2 tablespoons vegetable or corn oil,oil
"4 Cornish hens with necks and gizzards, each about 1 1/4 pounds",Cornish hens
8 egg whites,egg
1/3 cup half-and-half,halfandhalf
"3 ounces bittersweet chocolate, roughly chopped",bittersweet chocolate
1/2 cup cocoa,cocoa
"1/2 cup plus 1 tablespoon sugar, plus additional for dusting molds",sugar
"3 tablespoons butter, softened",butter
2 cups veal stock or chicken broth,veal
3 tablespoons flour,flour
1/3 cup fresh lemon juice,lemon
1/4 cup honey,honey
2 tablespoons chopped rosemary,rosemary
2 tablespoons chopped sage,sage
2 tablespoons chopped thyme,thyme
"1/2 jalapeno pepper, with seeds, finely chopped",jalapeno pepper
"1 clove garlic, sliced",garlic
"2 shallots, sliced",shallots
2 tablespoons unsalted butter,butter
"2 5-pound ducks with neck, giblets and livers removed",ducks
1 teaspoon kosher salt,salt
1 teaspoon coarsely ground black pepper,black pepper
1 teaspoon minced thyme,thyme
2 tablespoons minced lemon zest,lemon
"2 tablespoons fresh sage leaves, finely shredded",sage leaves
2 tablespoons heavy cream,cream
1/4 cup freshly grated Parmesan cheese,Parmesan cheese
4 tablespoons unsalted butter,butter
Oil for coating baking sheet,Oil
2 1/2 to 3 cups chicken stock or broth,chicken
1/4 teaspoon ground white pepper,pepper
1/2 cup dry white wine,wine
1 cup arborio rice,arborio rice
"1 medium white onion, peeled and finely diced",onion
2 tablespoons extra virgin olive oil,olive oil
"1 small butternut squash (about 1 pound), peeled, seeded and cut into 1/4-inch dice",butternut squash
"1 teaspoon salt, plus to taste",salt
Salt and freshly ground black pepper to taste,Salt black pepper
"1 pound white beans, dried",beans
4 cloves garlic,garlic
1 1/2 tablespoons curry powder,curry
1 large onion,onion
2 stalks celery,celery
2 carrots,carrots
2 tablespoons butter,butter
1 3/4 cups water,water
1/2 cup buttermilk,buttermilk
1/2 cup honey,honey
2 tablespoons sea salt,sea salt
2 tablespoons instant yeast,yeast
1/2 cup wheat bran,wheat bran
1 tablespoon flax seeds,flax seeds
8 cups high-gluten bread flour or unbleached all-purpose flour,flour
"1/2 cup sunflower seeds, shelled",sunflower seeds
"1/2 cup pumpkin seeds, shelled",pumpkin seeds
"1 egg beaten with 2 tablespoons of water, for egg wash",egg
1/3 cup oil or butter,oil
4 teaspoons salt,salt
1 cup dry milk,milk
7 to 8 cups whole-wheat flour,flour
"1/4 cup honey, molasses or brown sugar",honey
3 cups lukewarm water (85 to 105 degrees),water
1 1/2 tablespoons dry yeast (2 packages),yeast
Salt and freshly ground black pepper to taste,Salt black pepper
"3 tablespoons parsley, finely chopped",parsley
6 tablespoons vegetable oil,vegetable oil
1 bouillon cube (vegetable or chicken),bouillon
2 1/2 quarts cold water,water
"1 medium-size bunch fresh spinach, chopped",spinach
"1 large onion, chopped",onion
1 stalk of celery,celery
2 medium red potatoes,potatoes
1 medium turnip,turnip
2 carrots,carrots
2 medium beets,beets
"1 egg beaten with 2 tablespoons water, for egg wash",egg
4 to 4 1/2 cups unbleached flour,flour
"3 ounces onion, minced",onion
"1/2 pound potatoes, cooked until very tender, mashed and allowed to cool",potatoes
2 teaspoons salt,salt
1 tablespoons vegetable oil,vegetable oil
2 1/2 tablespoons dry milk powder,milk
1 tablespoons honey,honey
1 cup warm water,water
1 package dry yeast,yeast
1/3 cup buttermilk or well-stirred plain yogurt,buttermilk
1 egg,egg
"4 tablespoons cold unsalted butter, in pieces",butter
2 tablespoons granulated sugar,sugar
2 teaspoons baking powder, 
Pinch of salt,salt
1/3 cup yellow cornmeal,cornmeal
"3/4 cup all-purpose flour, plus flour for board",allpurpose flour
Creme fraiche for serving,Creme fraiche
2 tablespoons granulated sugar,sugar
Cornmeal biscuit dough,Cornmeal biscuit dough
1/4 teaspoon ground cloves,cloves
1/4 teaspoon nutmeg,nutmeg
1/2 teaspoon ground ginger,ginger
"1/4 cup flour, plus flour for work surface",flour
2 tablespoons lemon juice,lemon
1 cup light brown sugar,sugar
1 cup dark raisins,raisins
"2 cups tart apples, peeled and cut in 1-inch chunks",tart apples
"4 cups fresh pumpkin or butternut squash, peeled and cut in 1- inch cubes",pumpkin
2 tablespoons unsalted butter,butter
Whipped cream or vanilla ice cream for serving,Whipped cream
2 tablespoons granulated sugar,sugar
"Cornmeal biscuit dough (<a href=""http://cooking.nytimes.com/recipes/317-cornmeal-biscuit-dough"">see recipe</a>)",Cornmeal biscuit dough
1/2 teaspoon ground cinnamon,cinnamon
1/3 cup fresh orange juice,orange
"1 1/2 tablespoons flour, plus flour for work surface",flour
1/2 cup coarsely chopped pecans,pecans
1 1/3 cups light brown sugar,sugar
4 1/2 cups cranberries,cranberries
3 tablespooons melted unsalted butter,butter
"6 cups corn, peanut or vegetable oil",oil
2 cups fine fresh bread crumbs,bread crumbs
1/2 cup flour,flour
2 tablespoons freshly grated Parmesan cheese,Parmesan cheese
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
"1/2 teaspoon finely chopped fresh rosemary, or half that amount dried",rosemary
3 tablespoons cold water,water
"egg, lightly beaten",egg
"medium-size eggplants, about 3/4 pound each",eggplants
1/2 teaspoon dried thyme,thyme
1 bay leaf,bay
1/2 cup dry white wine,wine
1/3 cup finely chopped onion,onion
"4 large, unpeeled garlic cloves, about 1 ounce",garlic
2 tablespoons olive oil,olive oil
"large, red, ripe tomatoes, about 1 1/4 pounds",tomatoes
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
"4 skinless, boneless chicken breast halves, about 1 1/4 pounds total",chicken
Pinch freshly grated nutmeg,nutmeg
Salt and freshly ground black pepper to taste,Salt black pepper
3/4 cup freshly grated Parmesan cheese,Parmesan cheese
6 tablespoons flour,flour
"2 eggs, lightly beaten",eggs
"3/4 cup ricotta cheese,drained of excess whey",ricotta cheese
4 tablespoons melted butter,butter
"2 10-ounce packages frozen chopped spinach, defrosted",spinach
1/4 cup lemon juice,lemon
"1 pound fresh mushrooms, sliced",mushrooms
Salt and freshly ground black pepper to taste,Salt black pepper
8 tablespoons butter,butter
1 quart brussels sprouts,brussels sprouts
1/4 cup bourbon,bourbon
2 tablespoons light brown sugar,sugar
Salt and freshly ground black pepper to taste,Salt black pepper
4 tablespoons melted butter,butter
"3 pounds medium-large sweet potatoes, of uniform size",potatoes
"1/2 cup fresh coriander leaves, coarsely chopped",coriander leaves
Salt and coarsely ground black pepper to taste,Salt black pepper
3 1/2 tablespoons Chinese sesame oil,Chinese sesame oil
3 tablespoons rice vinegar,rice vinegar
1/2 Bermuda onion or other large sweet onion,Bermuda onion
1 large red pepper,pepper
3 medium cucumbers,cucumbers
"4 ounces Chinese cellophane noodles (bean thread noodles), available in Chinese groceries",Chinese cellophane noodles
1/2 cup sour cream,cream
1/4 cup of dark rum,dark rum
Coarse salt and freshly ground pepper to taste,salt pepper
1/4 teaspoon cumin,cumin
"3 cloves garlic, minced",garlic
1/4 teaspoon Cayenne pepper,Cayenne pepper
1/4 teaspoon cinnamon,cinnamon
1/4 teaspoon mace,mace
"Herb bouquet (parsley, thyme, bay leaf tied in cheesecloth)",Herb bouquet
"1 carrot, chopped",carrot
"3 stalks celery, with leaves, chopped",celery
"1 large onion, chopped",onion
1 pound black beans,black beans
Water to cover (2 to 3 quarts),Water
About 1 ounce white truffle,truffle
1 cup heavy cream,cream
Coarse salt and freshly ground pepper to taste,salt pepper
1 1/2 cups freshly grated Parmesan cheese,Parmesan cheese
1/2 cup unsalted butter,butter
1 1/2 pounds fresh pasta (capellini or fettuccine),pasta
6 ounces red caviar,caviar
2 cups sour cream,cream
"1/4 pound unsalted butter, melted",butter
"4 eggs, separated",eggs
1 teaspoon sugar,sugar
1/2 teaspoon salt,salt
1/2 cup buckwheat flour,flour
1 1/2 cups unbleached white flour,flour
1 package granular yeast,granular yeast
1 1/2 cups milk,milk
4 ounces caviar,caviar
4 tablespoons unsalted butter,butter
Coarse salt and freshly ground pepper to taste,salt pepper
8 eggs,eggs
6 brioches,brioches
1 small white truffle (about 2/3 of an ounce),truffle
2 tablespoons freshly grated Parmesan cheese,Parmesan cheese
Freshly ground pepper to taste,pepper
1/2 to 3/4 cup heavy cream,cream
3 tablespoons unsalted butter,butter
12 ounces fettuccine,fettuccine
Coarse salt,salt
4 quarts cold water,water
"1/3 cup jam, your favorite flavor",jam
1 teaspoon vanilla extract,vanilla
4 tablespoons vegetable oil,Vegetable oil
2 eggs,eggs
1 teaspoon baking powder, 
1/2 teaspoon salt,salt
2/3 cup sugar,sugar
2 cups all-purpose flour,allpurpose flour
1 wire cooling rack,wire cooling rack
2 potholders,potholders
1 spatula,spatula
1 teaspoon,teaspoon
aluminum foil,aluminum foil
1 cookie sheet,cookie sheet
1 small bowl,bowl
1 fork,fork
1 sifter,sifter
1 set of measuring spoons,measuring spoons
1 set of measuring cups,measuring cups
1 large mixing bowl,mixing bowl
1 apron,apron
1/2 teaspoon salt,salt
2 teaspoons baking powder, 
2/3 cup cocoa,cocoa
1 cups all-purpose flour,allpurpose flour
2 eggs,eggs
"1 stick of butter, plus 1 or 2 teaspoons for greasing the cookie sheet",butter
1 cup sugar,sugar
1 wire cooling rack,wire cooling rack
2 potholders,potholders
1 spatula,spatula
aluminum foil,aluminum foil
1 cookie sheet,cookie sheet
2 teaspoons,teaspoons
1 wooden spoon,wooden spoon
1 sifter,sifter
1 set of measuring spoons,measuring spoons
1 set of measuring cups,measuring cups
1 large mixing bowl,mixing bowl
Freshly grated Parmesan cheese,Parmesan cheese
"1/4 cup fresh basil leaves, cut in chiffonnade (thin slivers)",basil leaves
"2 ounces fresh mozzarella cheese, in tiny cubes",frsh mozzarella
Salt and freshly ground black pepper,salt black pepper
1 1/2 cups imported Italian arborio rice,arborio rice
"5 cups chicken broth, preferably homemade",chicken
1 cup finely chopped sweet red peppers,peppers
1/2 cup finely chopped onion,onion
3 tablespoons butter,butter
Salt and freshly ground black pepper,Salt black pepper
2/3 cup sour cream,cream
3 tablespoons minced parsley,parsley
1/2 cup finely chopped green pepper,pepper
1 cup finely chopped red pepper,pepper
"1 medium onion, grated",onion
1 teaspoon finely chopped garlic,garlic
1/4 cup cognac or brandy,cognac
1 cup plus 1 1/2 tablespoons dry breadcrumbs,breadcrumbs
"2 eggs, lightly beaten",eggs
1 1/2 pounds ground veal,veal
1 1/2 pounds ground round,round
Lemon slices for garnish,Lemon slices
1 tablespoon chopped parsley,parsley
3 tablespoons butter,butter
Salt and freshly ground black pepper,salt black pepper
1 bay leaf,bay
1/3 cup dry white wine,wine
1 cup chopped sweet red pepper,pepper
Juice of 1 lemon,1 lemon
1 cup chopped green pepper,pepper
1 cup chopped onion,onion
"3 cloves garlic, minced",garlic
2 tablespoons olive oil,olive oil
"2 frying chickens, cut into serving pieces",2 chickens
1/2 cup olive oil,olive oil
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
"6 fennel bulbs, preferably small, about 1 1/2 pounds total weight",fennel
"Peanut, corn or vegetable oil for greasing the grill",oil
1 cup olive oil,olive oil
"1 cup loosely packed, coarsely chopped fresh coriander leaves",coriander leaves
"3/4 cup finely chopped parsley, loosely packed",parsley
1 tablespoon finely chopped fresh sage or half the amount dried,sage
"3 1/2 tablespoons finely diced, seeded jalapeno peppers",jalapeno peppers
2 tablespoons finely minced garlic,garlic
1 lemon,lemon
2 cups finely chopped onions,onions
2 limes,limes
4 oranges,oranges
"6 boneless, unskinned chicken breasts with the main wing bone attached, about 2 1/2 pounds",chicken breasts
4 tablespoons finely chopped fresh chervil for garnish,chervil
2 tablespoons bourbon whisky,bourbon whisky
"1/2 pound, plus 2 tablespoons, softened butter",butter
2/3 cup finely chopped shallots,shallots
4 cups water,water
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1/2 cup olive oil,olive oil
3 1 1/2-pound live lobsters,lobsters
